0.000122388;9.59015e-07;4.4454e-06;2.37315e-06;1.46714e-06;1.18039e-06;6.81191e-06;4.48395e-06;3.16189e-06;1.816e-05;1.18705e-05;9.11866e-07;2.62864e-06;2.08808e-06;2.09999e-06;4.21129e-06;1.69687e-06;1.68525e-06;1.18039e-06;6.81191e-06;6.39922e-07;2.46259e-06;5.92364e-06;5.96053e-07;3.16189e-06;4.20439e-06;
6.90813e-05;4.4454e-06;9.59015e-07;4.20439e-06;6.80075e-06;1.87711e-06;1.46955e-06;2.07848e-05;5.02819e-06;3.91769e-06;2.56085e-06;1.6155e-06;4.18018e-06;9.67904e-06;9.73427e-06;2.37704e-06;3.66069e-07;2.67995e-06;1.87711e-06;1.46955e-06;2.96628e-06;4.05169e-06;1.04946e-05;1.056e-06;5.02819e-06;2.37315e-06;
4.18053e-06;6.49653e-05;2.57546e-06;1.1291e-05;1.82636e-05;6.98971e-07;3.94651e-06;7.73955e-06;1.87232e-06;1.45882e-06;9.53573e-07;6.01559e-07;1.55656e-06;3.60414e-06;3.62471e-06;6.38363e-06;9.8309e-07;9.97923e-07;6.98971e-07;3.94651e-06;7.96605e-06;1.08809e-05;3.90783e-06;3.93217e-07;1.87232e-06;6.37317e-06;
4.18053e-06;6.49653e-05;2.57546e-06;1.1291e-05;1.82636e-05;6.98971e-07;3.94651e-06;7.73955e-06;1.87232e-06;1.45882e-06;9.53573e-07;6.01559e-07;1.55656e-06;3.60414e-06;3.62471e-06;6.38363e-06;9.8309e-07;9.97923e-07;6.98971e-07;3.94651e-06;7.96605e-06;1.08809e-05;3.90783e-06;3.93217e-07;1.87232e-06;6.37317e-06;
3.61587e-06;3.94651e-06;4.23958e-05;9.76593e-06;6.03754e-06;6.73524e-07;1.19383e-05;2.55852e-06;1.80416e-06;1.0362e-05;6.77326e-06;5.20306e-07;1.49989e-06;1.19145e-06;1.19824e-06;7.38052e-06;2.97386e-06;9.61593e-07;6.73524e-07;1.19383e-05;2.63339e-06;1.0134e-05;1.43946e-06;3.40104e-07;1.80416e-06;1.73018e-05;
3.61587e-06;3.94651e-06;4.23958e-05;9.76593e-06;6.03754e-06;6.73524e-07;1.19383e-05;2.55852e-06;1.80416e-06;1.0362e-05;6.77326e-06;5.20306e-07;1.49989e-06;1.19145e-06;1.19824e-06;7.38052e-06;2.97386e-06;9.61593e-07;6.73524e-07;1.19383e-05;2.63339e-06;1.0134e-05;1.43946e-06;3.40104e-07;1.80416e-06;1.73018e-05;
6.76217e-06;7.38052e-06;4.16591e-06;4.24654e-05;1.1291e-05;4.32121e-07;6.38363e-06;4.78478e-06;1.15752e-06;2.35969e-06;1.54244e-06;9.73043e-07;9.62301e-07;2.22817e-06;2.24088e-06;3.94651e-06;1.59018e-06;6.1694e-07;4.32121e-07;6.38363e-06;4.9248e-06;6.72686e-06;6.32106e-06;6.36042e-07;1.15752e-06;3.94005e-06;
6.76217e-06;7.38052e-06;4.16591e-06;4.24654e-05;1.1291e-05;4.32121e-07;6.38363e-06;4.78478e-06;1.15752e-06;2.35969e-06;1.54244e-06;9.73043e-07;9.62301e-07;2.22817e-06;2.24088e-06;3.94651e-06;1.59018e-06;6.1694e-07;4.32121e-07;6.38363e-06;4.9248e-06;6.72686e-06;6.32106e-06;6.36042e-07;1.15752e-06;3.94005e-06;
4.18053e-06;1.19383e-05;2.57546e-06;1.1291e-05;4.24654e-05;6.98971e-07;3.94651e-06;7.73955e-06;1.87232e-06;1.45882e-06;9.53573e-07;6.01559e-07;1.55656e-06;3.60414e-06;3.62471e-06;6.38363e-06;9.8309e-07;9.97923e-07;6.98971e-07;3.94651e-06;7.96605e-06;1.08809e-05;3.90783e-06;3.93217e-07;1.87232e-06;6.37317e-06;
4.18053e-06;1.19383e-05;2.57546e-06;1.1291e-05;4.24654e-05;6.98971e-07;3.94651e-06;7.73955e-06;1.87232e-06;1.45882e-06;9.53573e-07;6.01559e-07;1.55656e-06;3.60414e-06;3.62471e-06;6.38363e-06;9.8309e-07;9.97923e-07;6.98971e-07;3.94651e-06;7.96605e-06;1.08809e-05;3.90783e-06;3.93217e-07;1.87232e-06;6.37317e-06;
