0.000254882;6.23476e-07;4.5442e-06;2.45393e-06;1.51708e-06;4.73477e-07;2.74453e-06;2.98049e-06;2.82937e-06;1.12521e-05;7.14358e-06;5.92824e-07;1.52275e-06;1.79402e-06;2.17147e-06;2.8316e-06;1.5117e-06;1.50134e-06;4.73477e-07;4.22073e-06;9.77058e-07;3.62618e-06;3.57395e-06;3.54602e-07;2.89283e-06;4.29784e-06;
9.74328e-05;4.26739e-06;6.6392e-07;6.41942e-06;1.03837e-05;5.09925e-07;8.74258e-07;9.35657e-06;6.64371e-06;3.58432e-06;2.27555e-06;1.55081e-06;1.63997e-06;5.63191e-06;1.48627e-05;2.35999e-06;2.20863e-07;1.61692e-06;5.09925e-07;1.34449e-06;3.06725e-06;4.04051e-06;9.34937e-06;4.25463e-07;3.11552e-06;1.64292e-06;
6.17166e-06;5.95809e-05;1.15938e-06;1.121e-05;1.81326e-05;2.92008e-07;3.61068e-06;5.35804e-06;1.60865e-06;8.67874e-07;1.30309e-06;8.88073e-07;9.39128e-07;3.22511e-06;3.59871e-06;9.74677e-06;3.85686e-07;3.91505e-07;2.92008e-07;2.34785e-06;5.35624e-06;1.66873e-05;2.26377e-06;2.43641e-07;7.54364e-07;2.86898e-06;
6.17166e-06;5.95809e-05;1.15938e-06;1.121e-05;1.81326e-05;2.92008e-07;3.61068e-06;5.35804e-06;1.60865e-06;8.67874e-07;1.30309e-06;8.88073e-07;9.39128e-07;3.22511e-06;3.59871e-06;9.74677e-06;3.85686e-07;3.91505e-07;2.92008e-07;2.34785e-06;5.35624e-06;1.66873e-05;2.26377e-06;2.43641e-07;7.54364e-07;2.86898e-06;
3.51118e-06;3.83225e-06;3.75947e-05;6.76089e-06;4.17975e-06;4.03527e-07;7.18434e-06;2.54016e-06;2.41137e-06;9.58979e-06;2.72896e-06;5.05242e-07;1.29778e-06;1.52898e-06;8.29537e-07;3.32245e-06;3.95716e-06;1.27954e-06;4.03527e-07;1.10486e-05;2.69192e-06;9.99059e-06;1.2972e-06;3.02214e-07;2.46545e-06;2.6417e-05;
3.51118e-06;3.83225e-06;3.75947e-05;6.76089e-06;4.17975e-06;4.03527e-07;7.18434e-06;2.54016e-06;2.41137e-06;9.58979e-06;2.72896e-06;5.05242e-07;1.29778e-06;1.52898e-06;8.29537e-07;3.32245e-06;3.95716e-06;1.27954e-06;4.03527e-07;1.10486e-05;2.69192e-06;9.99059e-06;1.2972e-06;3.02214e-07;2.46545e-06;2.6417e-05;
6.49138e-06;7.08497e-06;2.88403e-06;3.76563e-05;1.72396e-05;1.17388e-07;3.79773e-06;2.15393e-06;1.52942e-06;2.15889e-06;1.3706e-06;9.34078e-07;3.7753e-07;1.2965e-06;3.42146e-06;3.91821e-06;9.59416e-07;3.72223e-07;1.17388e-07;5.84041e-06;5.09243e-06;6.7083e-06;5.63127e-06;2.56263e-07;7.1721e-07;2.72767e-06;
6.49138e-06;7.08497e-06;2.88403e-06;3.76563e-05;1.72396e-05;1.17388e-07;3.79773e-06;2.15393e-06;1.52942e-06;2.15889e-06;1.3706e-06;9.34078e-07;3.7753e-07;1.2965e-06;3.42146e-06;3.91821e-06;9.59416e-07;3.72223e-07;1.17388e-07;5.84041e-06;5.09243e-06;6.7083e-06;5.63127e-06;2.56263e-07;7.1721e-07;2.72767e-06;
2.71786e-06;7.76132e-06;2.63271e-06;1.16753e-05;5.56026e-05;2.80371e-07;1.59006e-06;5.1445e-06;1.67542e-06;9.03898e-07;5.73852e-07;3.91086e-07;9.017e-07;3.09658e-06;3.74809e-06;4.29225e-06;8.7581e-07;8.89024e-07;2.80371e-07;2.4453e-06;1.21629e-05;1.60222e-05;2.35774e-06;2.33931e-07;1.713e-06;6.51483e-06;
2.71786e-06;7.76132e-06;2.63271e-06;1.16753e-05;5.56026e-05;2.80371e-07;1.59006e-06;5.1445e-06;1.67542e-06;9.03898e-07;5.73852e-07;3.91086e-07;9.017e-07;3.09658e-06;3.74809e-06;4.29225e-06;8.7581e-07;8.89024e-07;2.80371e-07;2.4453e-06;1.21629e-05;1.60222e-05;2.35774e-06;2.33931e-07;1.713e-06;6.51483e-06;
